date,actual,feature_restricted_24,feature_direct,feature_recursive,feature_cov_lagged,feature_cov_realised,DIAGNOSTIC_1step_ahead,window,step
2016-05-21 18:00:00,125.0,149.7469391567015,203.78247347976952,203.78247347976952,151.9722135110427,107.67815203184138,203.78247347976952,9,1
2016-05-21 19:00:00,108.33333333333331,128.3202650168693,163.1853254636854,165.92050026727193,127.91221602262385,128.09218812175533,106.20713185423831,9,2
2016-05-21 20:00:00,95.0,105.61442553916567,152.73715993605566,120.21976114490226,130.35461320631515,134.26065774196084,102.83227721244893,9,3
2016-05-21 21:00:00,135.0,102.20930860748346,98.685544729426,85.48005884478377,107.87786575001574,96.86941972317481,64.63997734945204,9,4
2016-05-21 22:00:00,73.33333333333333,61.05378711084921,55.182376228772675,65.54799744520255,52.55670523767207,55.8044551327499,77.29618188069527,9,5
2016-05-21 23:00:00,148.33333333333334,53.2071736689761,51.92473018487145,54.54365799111514,54.00811400724854,57.45737576292357,58.62709628037824,9,6
2016-05-22 00:00:00,60.0,51.281012855333834,40.77309426995026,48.688838333786336,52.39052851946569,66.91217678434803,69.5696485447669,9,7
2016-05-22 01:00:00,56.66666666666666,51.60633122440042,48.67488976731268,50.4978275341839,54.725292981883165,65.72079692625368,50.623964085604186,9,8
2016-05-22 02:00:00,51.66666666666666,51.940454678849584,49.941833698473275,50.36943516564957,55.231395701604654,70.74359317228641,52.11413044542734,9,9
2016-05-22 03:00:00,53.333333333333336,53.71907856764106,45.75072131650608,51.081585553004544,53.24958924464925,80.06270778897739,49.996748229021144,9,10
2016-05-22 04:00:00,55.0,50.99876715397699,49.286005670814795,50.04093431990877,55.3102925588353,72.85769089290359,49.04929866124246,9,11
2016-05-22 05:00:00,50.0,59.25357967652987,56.16036002482108,57.83643350075926,61.40233805651915,81.59750240404517,52.61226126974146,9,12
2016-05-22 06:00:00,58.333333333333336,60.253409986053576,52.53428874248236,58.92556078114377,68.41704812256651,85.81976743793052,52.8203531013776,9,13
2016-05-22 07:00:00,63.333333333333336,89.17431811922235,63.78844648229963,90.89788623121682,100.85215298890967,115.1046137022265,87.25766475792027,9,14
2016-05-22 08:00:00,190.0,141.71403787847723,86.88842083735666,126.50343237338035,151.33732732010435,141.63758969268318,104.83900764635592,9,15
2016-05-22 09:00:00,113.33333333333331,194.64479953591535,150.30476564385893,134.4061204370838,167.8142362372892,160.21377381504308,187.6392884135573,9,16
2016-05-22 10:00:00,201.66666666666663,114.2306373016397,114.46831534581224,117.37259752240361,106.15755941096702,124.08890102732126,166.75884183168688,9,17
2016-05-22 11:00:00,343.3333333333333,166.12951806253614,149.26918125819574,162.12110396104123,135.2977828782691,141.54236170434962,108.08798747274764,9,18
2016-05-22 12:00:00,126.66666666666669,259.3433787766497,191.8637779810894,196.3307127116209,183.43770384502557,179.56684744346953,234.5631130504296,9,19
2016-05-22 13:00:00,103.33333333333331,155.42208907379083,134.63185038436325,135.46660870615688,143.24725402766404,127.92612084724826,119.14791853492457,9,20
2016-05-22 14:00:00,106.66666666666669,98.63667824215986,121.54256649773146,136.9639689112209,142.83566347187084,128.61456868753308,118.85259791024157,9,21
2016-05-22 15:00:00,96.66666666666669,66.5299798190542,114.76377987317842,108.01153060330735,110.29311180696591,99.56482933683493,97.91988521538589,9,22
2016-05-22 16:00:00,88.33333333333333,145.1862414182034,187.67353570955706,158.89213393852592,180.49361210541772,148.4687628624411,118.49690006673399,9,23
2016-05-22 17:00:00,265.0,173.25977741405526,173.25977741405526,174.2221390892392,151.87992776707546,144.45906095409245,119.65107505613554,9,24
2016-05-22 18:00:00,120.0,187.47158844832862,152.83108743899828,152.83108743899828,161.73450788873518,150.25576461235892,152.83108743899828,10,1
2016-05-22 19:00:00,96.66666666666669,153.87406336175027,116.6994192562326,122.65830798343035,107.61109264886153,130.92675048061483,128.9000852676645,10,2
2016-05-22 20:00:00,116.66666666666669,143.62206192149537,135.22846113987492,162.55736983872723,80.9854364936196,139.42797786035067,133.7499848638867,10,3
2016-05-22 21:00:00,88.33333333333333,142.15966020154042,103.12580193021321,122.03097996733027,94.32445055107594,133.61404496574505,116.66682332544374,10,4
2016-05-22 22:00:00,78.33333333333333,78.40960474524049,74.1630191158398,84.61943924287355,63.19046990838535,88.75698874126007,74.13803412545916,10,5
2016-05-22 23:00:00,60.0,115.72380178692624,88.83406806567426,91.41998697358777,88.02560571614278,101.91734165663985,88.83732538950208,10,6
2016-05-23 00:00:00,58.333333333333336,72.99528698105266,65.82120569574741,62.26063829416662,56.25990309985863,57.47727622514743,73.69904968908978,10,7
2016-05-23 01:00:00,51.66666666666666,78.37918710260904,54.78097115138184,53.390137001159445,62.42538528272807,72.88819052222757,56.7737808037373,10,8
2016-05-23 02:00:00,58.333333333333336,62.14256381259088,51.95019816397051,53.23675512743355,52.34063016742997,69.91411856508152,55.354659891015174,10,9
2016-05-23 03:00:00,51.66666666666666,64.02286751681098,50.83148084130577,51.62961447645178,50.35529723064751,71.85320779831474,59.97140950559843,10,10
2016-05-23 04:00:00,50.0,63.623496996160696,55.021177063796564,51.892261751441815,50.77353973592341,72.01642424859695,56.03494169632446,10,11
2016-05-23 05:00:00,66.66666666666667,63.154941927656395,51.46953665977594,58.12640269059649,52.82234606817707,85.81654096061733,58.99641018415788,10,12
2016-05-23 06:00:00,60.0,80.07066677198534,52.93279048940468,60.497869761743345,59.08657605061564,101.29961229853897,84.97290351315768,10,13
2016-05-23 07:00:00,56.66666666666666,86.81072537733216,64.91294969616447,78.34911778955046,79.91068288116956,123.20812550246566,85.27140977988985,10,14
2016-05-23 08:00:00,51.66666666666666,132.71090778990757,108.81911186228172,112.18992268966589,115.7549163868519,119.39188446360374,85.03758203362104,10,15
2016-05-23 09:00:00,55.0,116.31008137692616,61.55892258991081,102.74194317799144,111.5683368854846,126.809084783595,71.73450957907274,10,16
2016-05-23 10:00:00,51.66666666666666,152.59223249633413,120.0857870754381,137.3103763984305,133.54703128169734,148.85547871089483,78.1098856574341,10,17
2016-05-23 11:00:00,56.66666666666666,92.17094318490402,70.27640552263152,124.67086930887253,96.43872367799668,111.48716941507028,60.01170097655915,10,18
2016-05-23 12:00:00,61.66666666666666,117.58608755391754,114.54411457535824,167.0946336293169,130.32526759809866,141.79057459283175,66.48906519253596,10,19
2016-05-23 13:00:00,56.66666666666666,159.91322205959167,181.14182235992786,141.02813128897637,146.88163238715813,160.2143255810785,85.48362517732892,10,20
2016-05-23 14:00:00,58.333333333333336,66.47266402390449,83.98561736146969,116.03013980408002,94.79417142879849,92.15264431064271,56.78314022606507,10,21
2016-05-23 15:00:00,73.33333333333333,97.25594019801834,102.17479901081762,121.93188310218113,107.77127970458815,123.79721016200578,72.50158466717254,10,22
2016-05-23 16:00:00,156.66666666666666,114.51170518731517,91.1062029298272,123.84179486924035,106.22665635855414,118.94409838873516,94.4266935709119,10,23
2016-05-23 17:00:00,380.0,133.80743220374177,133.80743220374177,201.03090580793142,148.76300420662483,168.12473743989491,209.91193855661297,10,24
2016-05-23 18:00:00,123.33333333333331,120.5314882885751,285.0370652329675,285.0370652329675,137.38618536065138,160.58943093254777,285.0370652329675,11,1
2016-05-23 19:00:00,120.0,96.9978439351136,256.11785769187986,191.09343981866405,122.0563880753407,133.45263729170765,150.0731299551552,11,2
2016-05-23 20:00:00,105.0,91.559822474865,197.76652000884803,214.19230485092135,110.2462505487613,106.31443389428192,148.82358324421668,11,3
2016-05-23 21:00:00,68.33333333333333,74.49698017755993,117.68740102865652,116.70804670119752,88.20047272810343,99.74007983931735,93.02008334422922,11,4
2016-05-23 22:00:00,63.333333333333336,63.478532072337075,67.9911228561604,102.32606224060505,72.7414310379459,86.70847109812216,69.91356650258625,11,5
2016-05-23 23:00:00,58.333333333333336,80.2918398167428,119.19530950284494,76.30408511839374,81.48031747408567,85.88796377301985,87.0096362395335,11,6
2016-05-24 00:00:00,50.0,51.314327514121715,52.57221012687614,58.48819481566174,56.43806603435415,71.10388010418728,51.63336724091664,11,7
2016-05-24 01:00:00,56.66666666666666,48.88586770871609,51.574723357049464,48.92700998545354,54.18226780581183,75.98496897301459,50.47202171747833,11,8
2016-05-24 02:00:00,55.0,47.44111867109528,49.56748081823483,48.88356655665449,52.87531878567361,71.32915897854468,50.53019740417958,11,9
2016-05-24 03:00:00,53.333333333333336,48.306778328763286,50.26303407533352,51.84686344736026,60.787286053980196,70.85680526389518,51.086764943198055,11,10
2016-05-24 04:00:00,53.333333333333336,48.49340320705734,51.73206855250295,50.434727603722415,58.372469024856656,71.08619356829239,52.161115057499195,11,11
2016-05-24 05:00:00,106.66666666666669,52.26245422900681,64.29038300456864,55.54893777758861,58.14577334645995,69.95209600345761,59.82790744738214,11,12
2016-05-24 06:00:00,71.66666666666667,57.10189563261247,67.27410705767402,62.51760163920881,69.52778026717121,81.66092074634012,90.8862424239552,11,13
2016-05-24 07:00:00,161.66666666666666,77.43200941750929,87.35161312270242,75.65558786112565,84.64854157504664,122.2394869482723,129.61058545436362,11,14
2016-05-24 08:00:00,56.66666666666666,91.72333288598992,82.5648899607211,91.59400193489434,103.71900561394143,143.5336394515054,86.50043125920105,11,15
2016-05-24 09:00:00,38.333333333333336,79.87080412798655,72.51508334178045,80.85193050761161,106.32961085005012,141.51909401131925,68.93149580113209,11,16
2016-05-24 10:00:00,66.66666666666667,76.69570704886931,88.30778288848306,86.1666529439451,78.98478621411388,116.35860966668616,41.98857727502653,11,17
2016-05-24 11:00:00,101.66666666666669,113.20303022121499,103.02088994554681,91.68028252764174,143.52325475795243,131.71307007744548,87.62182923668104,11,18
2016-05-24 12:00:00,128.33333333333334,86.37768127489669,61.65771734091853,79.8864138382909,120.13511712882675,144.76416947258107,115.35386153201407,11,19
2016-05-24 13:00:00,118.33333333333331,102.9723390971327,84.71219185164831,80.24487207076835,116.1517164111921,137.19054992292791,113.53169396546632,11,20
2016-05-24 14:00:00,150.0,78.74932772489451,86.75222924793079,83.55125298224058,96.04138796347041,94.33191157306123,101.0349467831352,11,21
2016-05-24 15:00:00,141.66666666666666,81.43780744383454,105.00036356746145,84.97715296762614,95.47395748726855,109.96410716777288,102.7642648410639,11,22
2016-05-24 16:00:00,141.66666666666666,125.02248558868759,112.20100588388217,104.01486104473933,126.74059810201126,121.96520128263573,140.80814430278588,11,23
2016-05-24 17:00:00,203.33333333333331,141.69351400879228,141.69351400879228,149.11880132965322,187.41189953798593,179.4095326161761,171.01730500458518,11,24
2016-05-24 18:00:00,136.66666666666666,172.14996883998936,177.40530674943918,177.40530674943918,212.1977593032416,199.390585890424,177.40530674943918,12,1
2016-05-24 19:00:00,123.33333333333331,133.0551974015858,114.04614156405151,128.7919609402891,141.56232692139477,139.99997648950227,132.39739684558802,12,2
2016-05-24 20:00:00,96.66666666666669,121.84702802529291,119.63498523710794,110.53663974491273,131.0384444845824,110.8212252562457,118.67834714644236,12,3
2016-05-24 21:00:00,76.66666666666667,87.67819393774948,68.38966595148057,74.17093076152926,96.111891477202,99.44974664737114,69.63902395452936,12,4
2016-05-24 22:00:00,61.66666666666666,82.20999535619741,69.34031825662095,61.353295450816816,77.65588090315667,82.2364032818009,58.88621290719031,12,5
2016-05-24 23:00:00,58.333333333333336,74.86070783810015,77.97734468613594,61.96905818806441,68.72066650616986,91.21172326317732,61.95354613340967,12,6
2016-05-25 00:00:00,53.333333333333336,48.88175458200124,54.13779116171499,52.17310353491058,57.05537156592669,68.01596802910514,50.78055192547526,12,7
2016-05-25 01:00:00,53.333333333333336,48.345938949254254,53.411421223697374,50.77184514988725,57.75077139689087,69.91941467561831,50.7483022932404,12,8
2016-05-25 02:00:00,56.66666666666666,48.61063295747827,51.498209402340066,50.41801034221622,58.720568928413314,66.82365933889763,50.505381314245895,12,9
2016-05-25 03:00:00,48.333333333333336,53.71102844106684,50.406638983197965,50.71221453624518,57.89109875022343,80.1837138352758,50.725815957324315,12,10
2016-05-25 04:00:00,55.0,52.034159340903045,48.06690978202595,50.796636437793666,55.98360334033114,72.60477519652474,51.0233260180199,12,11
2016-05-25 05:00:00,55.0,68.12691893778414,75.77536243532676,79.28224867891473,69.87215345653887,102.1272003691841,78.0800555284297,12,12
2016-05-25 06:00:00,55.0,74.81295444447643,68.86961395670737,83.69223178467625,91.84639694929615,75.05710894540736,75.64767412991915,12,13
2016-05-25 07:00:00,65.0,84.96825063985021,90.51652487812257,110.63428598770402,108.44476504783758,127.87598642783983,78.5575912378107,12,14
2016-05-25 08:00:00,83.33333333333333,91.98383188366198,84.61498437431105,108.6608763599401,91.43750055932844,155.6424850575652,86.78861991360849,12,15
2016-05-25 09:00:00,90.0,81.34530954051647,63.837891564985576,113.31721000812547,87.11880985581425,149.38190047347274,81.97583853671222,12,16
2016-05-25 10:00:00,78.33333333333333,69.12958341040934,68.90386394852739,107.96403674373536,76.63188111928852,137.1786308762865,72.8446664982095,12,17
2016-05-25 11:00:00,50.0,86.43615603799721,103.69669551119995,120.1652472764821,92.94116239557134,126.3501750375922,96.87202178265072,12,18
2016-05-25 12:00:00,60.0,93.58535395922661,111.3246606242058,115.6540632291692,84.97765015921831,122.17727424392355,64.36650402012374,12,19
2016-05-25 13:00:00,71.66666666666667,91.98866892753773,96.62240882129221,110.21391315684862,72.24663732399932,98.4559964497348,68.60394039478354,12,20
2016-05-25 14:00:00,80.0,77.26453716544212,108.18965585261651,114.16140091102494,64.86965505195157,114.80217726964749,84.28319850232339,12,21
2016-05-25 15:00:00,80.0,102.9485954053622,120.8556357277782,117.01955533523594,79.04004222455104,104.33423122749511,85.52992476337106,12,22
2016-05-25 16:00:00,231.66666666666663,97.1914123974829,101.83374175778344,137.92725373315193,78.28490524935148,104.08603611580142,92.826166304433,12,23
2016-05-25 17:00:00,118.33333333333331,176.5398196246197,176.5398196246197,227.0200895927784,148.22284125224948,143.26199413945324,184.19512304376133,12,24
2016-05-25 18:00:00,156.66666666666666,144.80565125958097,176.56170883295002,176.56170883295002,114.03605441926771,122.20507735991625,176.56170883295002,13,1
2016-05-25 19:00:00,118.33333333333331,108.286273795297,140.19644184020459,127.80344502698988,127.14075032968849,117.00221463685193,108.77030765158827,13,2
2016-05-25 20:00:00,190.0,81.97720610194366,109.83922153055485,130.85025987464118,94.57645351875465,91.60968876144528,129.94626867660432,13,3
2016-05-25 21:00:00,56.66666666666666,56.28348487925233,77.33228914398612,84.17021311340987,75.87745344697713,78.4554712789329,97.2630992257088,13,4
2016-05-25 22:00:00,53.333333333333336,47.96160277499736,67.34370336569,59.42967811041518,64.85435512140553,64.31449224371825,48.50095799416242,13,5
2016-05-25 23:00:00,53.333333333333336,61.244617391767456,69.55139627492346,56.76443581011095,74.73095745703007,53.43747726350916,49.926677082183744,13,6
2016-05-26 00:00:00,53.333333333333336,45.72666288464914,56.529348035605956,49.71328346271518,61.162637939468496,49.640895161064336,47.45928303438209,13,7
2016-05-26 01:00:00,55.0,45.97636306778359,53.635168952218805,49.81694713959877,86.66669715599805,58.670171414894725,51.91354839263122,13,8
2016-05-26 02:00:00,50.0,45.96971846318093,49.87920893918918,50.321883599066645,85.82522542334699,59.58109833634252,52.44165782218372,13,9
2016-05-26 03:00:00,56.66666666666666,53.366769846970776,50.26617753735433,49.82488184667471,87.4281365632996,60.911217064372394,50.05138362742328,13,10
2016-05-26 04:00:00,50.0,49.64896651522223,53.609296003749115,49.658882881216584,85.99497853190768,55.903356903549124,51.60062183201946,13,11
2016-05-26 05:00:00,56.66666666666666,59.43452262189598,65.46987865480857,65.00314802911042,104.11656710779607,88.09527319664397,63.85299723286725,13,12
2016-05-26 06:00:00,61.66666666666666,58.28236941749335,59.27112051569941,60.276149186102366,84.06485807347494,84.04151786930407,55.584016592500554,13,13
2016-05-26 07:00:00,100.0,77.7412596208544,75.73686295379844,87.29619981241856,95.67318848010477,110.31510238482672,86.467680556054,13,14
2016-05-26 08:00:00,156.66666666666666,62.774168162940235,86.86527249764356,108.54313117597401,120.05539488375014,93.58413647726366,123.93084744666683,13,15
2016-05-26 09:00:00,276.6666666666667,70.37946060748357,88.9731864236257,108.27579382171248,128.70420445485894,87.43805375888967,82.7042976614809,13,16
2016-05-26 10:00:00,265.0,78.21134779502964,88.26138516157425,116.27120152334808,90.4517858808111,109.30997049888049,188.30839909604884,13,17
2016-05-26 11:00:00,243.33333333333331,131.6372240461888,117.93802524006644,134.30525814091197,106.33550158405924,120.33125545354027,191.61238253041117,13,18
2016-05-26 12:00:00,221.66666666666663,81.62971415867068,102.3559913686659,112.13848338074038,71.3460947512974,81.7033192635988,224.29544204612606,13,19
2016-05-26 13:00:00,75.0,80.59162744619887,74.83252060111612,129.0281804965965,67.48341693039032,96.65839892981892,159.02289511984014,13,20
2016-05-26 14:00:00,68.33333333333333,84.25736142161435,90.02511869633503,117.00727826404359,65.11352948527423,86.77798129830754,125.56763299796565,13,21
2016-05-26 15:00:00,61.66666666666666,74.24110624300215,99.12148364663318,114.19597271081872,79.10000168156208,80.47802175508136,81.03985415241536,13,22
2016-05-26 16:00:00,495.0,103.90214956086338,120.11019936444025,132.9630400543043,103.66784717957775,109.2153506144835,72.8301036789214,13,23
2016-05-26 17:00:00,440.0,165.60469430194655,165.60469430194655,199.84919264137872,153.9294098360293,134.45527078731882,210.94550840875183,13,24
2016-05-26 18:00:00,215.0,175.1961167608108,262.45699787990264,262.45699787990264,151.3231318323204,145.97929533346556,262.45699787990264,14,1
2016-05-26 19:00:00,223.33333333333331,118.74384453081655,163.9851256093414,156.49217552790282,118.12043388067067,131.77576420077426,161.20670909476672,14,2
2016-05-26 20:00:00,91.66666666666669,98.79837765252718,104.54384991728885,131.8405711257926,96.41728139946709,134.73402394355406,148.88784594411516,14,3
2016-05-26 21:00:00,76.66666666666667,62.44793730185864,72.15985020888142,73.0808244704546,69.6183910739308,100.86517328286992,76.3483353540685,14,4
2016-05-26 22:00:00,70.0,44.86703590480926,47.30154926482891,57.724109990712435,50.28411443956624,82.02093433170177,72.31849920612787,14,5
2016-05-26 23:00:00,65.0,67.24984631924427,73.81835254936247,60.53702810755123,66.95430008747397,84.4977034291073,60.59752852874369,14,6
2016-05-27 00:00:00,60.0,49.87544921413893,49.03577387190829,52.51290950207338,77.18491341187215,62.84502315725591,52.51290950207338,14,7
2016-05-27 01:00:00,58.333333333333336,49.30991741783293,46.9373990998714,51.7466665299012,80.11789367145312,57.80685289310869,53.12329127282324,14,8
2016-05-27 02:00:00,50.0,49.30266564409246,46.835934742572746,51.206167725599336,80.82267916963602,60.90771128795174,56.54461065848585,14,9
2016-05-27 03:00:00,58.333333333333336,49.728343630205956,49.50194179035347,52.229556115648315,77.89288920172604,53.18296440714465,52.044399241419114,14,10
2016-05-27 04:00:00,58.333333333333336,49.30266564409246,53.578862030634866,50.223342228880774,78.57279787489242,54.0782442591445,54.94260165295294,14,11
2016-05-27 05:00:00,58.333333333333336,48.90771487011846,69.17627934144402,55.686345937414124,92.84412727155471,63.832110858375565,60.45968916722801,14,12
2016-05-27 06:00:00,63.333333333333336,80.50669324958136,68.72159079879191,65.86118376988121,129.018335892099,83.12331407023417,65.74293479393211,14,13
2016-05-27 07:00:00,111.66666666666669,90.11569776935465,119.49379715799658,109.31650196834838,149.66718439283403,129.9395059812681,102.80877541249689,14,14
2016-05-27 08:00:00,130.0,129.82490083586637,94.50962859653319,105.6358333036284,178.50307130999494,156.91448903093874,107.83289093330718,14,15
2016-05-27 09:00:00,251.66666666666663,144.51163303191043,122.83085712175847,153.27373104453926,127.16358379745526,131.6640696326106,153.28715810855874,14,16
2016-05-27 10:00:00,251.66666666666663,158.5415334572989,126.6659724825052,133.1714381584875,138.0694556134156,159.0073317563624,156.5259454615345,14,17
2016-05-27 11:00:00,310.0,148.85834297594647,121.7529180631579,150.5110553564352,114.49694210493246,143.9451286861496,178.81047529218364,14,18
2016-05-27 12:00:00,185.0,126.85189816539865,111.71157339809469,127.89722391442577,126.88914140564512,142.54026966576282,186.50560537848878,14,19
2016-05-27 13:00:00,265.0,143.69713269663407,94.92135267340005,120.38597428221426,102.7343869237304,134.87832703136436,162.66233955475744,14,20
2016-05-27 14:00:00,101.66666666666669,132.73609139462272,103.70622955054029,116.38362689947712,96.33732544949866,143.00179989596933,168.8482024774891,14,21
2016-05-27 15:00:00,76.66666666666667,131.13039018578593,117.13073464519621,120.42128825912934,93.72272371578474,140.04951449648118,127.60590508019332,14,22
2016-05-27 16:00:00,135.0,86.70235556074836,107.0929321855612,164.21936801814442,84.2639539968891,130.00548472495618,102.80021713594067,14,23
2016-05-27 17:00:00,180.0,153.56666018741046,153.56666018741046,249.55539512554336,150.44653755788062,200.28353552749803,205.6706519530144,14,24
