date,actual,chronos_bolt_base,window,step,q0100,q0500,q0900
2016-05-26 23:00:00,65.0,56.869667,14,6,49.89794,56.869667,85.507126
2016-05-27 00:00:00,60.0,55.203224,14,7,47.854008,55.203224,75.14813
2016-05-27 01:00:00,58.333333333333336,54.49757,14,8,46.98011,54.49757,71.82241
2016-05-27 02:00:00,50.0,52.308243,14,9,45.14931,52.308243,69.20406
2016-05-27 03:00:00,58.333333333333336,52.15122,14,10,45.496956,52.15122,72.754524
2016-05-27 04:00:00,58.333333333333336,52.645004,14,11,45.231995,52.645004,83.07915
2016-05-27 05:00:00,58.333333333333336,57.379017,14,12,45.084484,57.379017,104.81314
2016-05-27 06:00:00,63.333333333333336,73.5938,14,13,49.06262,73.5938,144.72882
2016-05-27 07:00:00,111.66666666666669,107.4511,14,14,58.522327,107.4511,216.60893
2016-05-27 08:00:00,130.0,165.58652,14,15,79.45326,165.58652,316.87463
2016-05-27 09:00:00,251.66666666666663,193.81985,14,16,81.63452,193.81985,381.95477
2016-05-27 10:00:00,251.66666666666663,205.36343,14,17,81.001625,205.36343,415.82574
2016-05-27 11:00:00,310.0,196.6843,14,18,74.90923,196.6843,419.76294
2016-05-27 12:00:00,185.0,173.43344,14,19,64.19804,173.43344,396.7884
2016-05-27 13:00:00,265.0,159.69774,14,20,60.733276,159.69774,379.78632
2016-05-27 14:00:00,101.66666666666669,140.25574,14,21,50.50684,140.25574,352.89624
2016-05-27 15:00:00,76.66666666666667,145.74898,14,22,49.629314,145.74898,359.08673
2016-05-27 16:00:00,135.0,196.07932,14,23,82.22347,196.07932,412.96436
2016-05-27 17:00:00,180.0,203.0491,14,24,91.39149,203.0491,408.11438
